type,system_code,system_term,system_defenition,system_display
ObservationMethod,0145,"Acid fast stain, Kinyoun's cold carbolfuchsin","Stain, Acid fast, Kinyoun's cold carbolfuchsin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0146,"Acid fast stain, Ziehl-Neelsen","Stain, Acid fast, Ziehl-Neelsen",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0147,Acid phosphatase stain,"Stain, Acid phosphatase",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0148,Acridine orange stain,"Stain, Acridine orange",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0149,Active brilliant orange KH stain,"Stain, Active brilliant orange KH",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0150,Alazarin red S stain,"Stain, Alazarin red S",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0151,Alcian blue stain,"Stain, Alcian blue",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0152,Alcian blue with Periodic acid Schiff stain,"Stain, Alcian blue with Periodic acid Schiff",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0153,Argentaffin stain,"Stain, Argentaffin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0154,Argentaffin silver stain,"Stain, Argentaffin silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0155,Azure-eosin stain,"Stain, Azure-eosin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0156,Basic Fuschin stain,"Stain, Basic Fuschin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0157,Bennhold stain,"Stain, Bennhold",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0158,Bennhold's Congo red stain,"Stain, Bennhold's Congo red",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0159,Bielschowsky stain,"Stain, Bielschowsky",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0160,Bielschowsky's silver stain,"Stain, Bielschowsky's silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0161,Bleach stain,"Stain, Bleach",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0162,Bodian stain,"Stain, Bodian",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0163,Brown-Brenn stain,"Stain, Brown-Brenn",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0164,Butyrate-esterase stain,"Stain, Butyrate-esterase",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0165,Calcofluor white fluorescent stain,"Stain, Calcofluor white fluorescent",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0166,Carbol-fuchsin stain,"Stain, Carbol-fuchsin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0167,Carmine stain,"Stain, Carmine",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0168,Churukian-Schenk stain,"Stain, Churukian-Schenk",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0169,Congo red stain,"Stain, Congo red",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0170,Cresyl echt violet stain,"Stain, Cresyl echt violet",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0171,Crystal violet stain,"Stain, Crystal violet",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0172,De Galantha stain,"Stain, De Galantha",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0173,Dieterle silver impregnation stain,"Stain, Dieterle silver impregnation",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0174,Fite-Farco stain,"Stain, Fite-Farco",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0175,Fontana-Masson silver stain,"Stain, Fontana-Masson silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0176,Fouchet stain,"Stain, Fouchet",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0177,Gomori stain,"Stain, Gomori",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0178,Gomori methenamine silver stain,"Stain, Gomori methenamine silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0179,Gomori-Wheatly trichrome stain,"Stain, Gomori-Wheatly trichrome",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0180,Gridley stain,"Stain, Gridley",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0181,Grimelius silver stain,"Stain, Grimelius silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0182,Grocott stain,"Stain, Grocott",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0183,Grocott methenamine silver stain,"Stain, Grocott methenamine silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0184,Hale's colloidal ferric oxide stain,"Stain, Hale's colloidal ferric oxide",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0185,Hale's colloidal iron stain,"Stain, Hale's colloidal iron",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0186,Hansel stain,"Stain, Hansel",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0187,Harris regressive hematoxylin and eosin stain,"Stain, Harris regressive hematoxylin and eosin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0188,Hematoxylin and eosin stain,"Stain, Hematoxylin and eosin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0189,Highman stain,"Stain, Highman",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0190,Holzer stain,"Stain, Holzer",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0191,Iron hematoxylin stain,"Stain, Iron hematoxylin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0192,Jones stain,"Stain, Jones",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0193,Jones methenamine silver stain,"Stain, Jones methenamine silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0194,Kossa stain,"Stain, Kossa",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0195,Lawson-Van Gieson stain,"Stain, Lawson-Van Gieson",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0196,Loeffler methylene blue stain,"Stain, Loeffler methylene blue",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0197,Luxol fast blue with cresyl violet stain,"Stain, Luxol fast blue with cresyl violet",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0198,Luxol fast blue with Periodic acid-Schiff stain,"Stain, Luxol fast blue with Periodic acid-Schiff",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0199,MacNeal's tetrachrome blood stain,"Stain, MacNeal's tetrachrome blood",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0200,Mallory-Heidenhain stain,"Stain, Mallory-Heidenhain",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0201,Masson trichrome stain,"Stain, Masson trichrome",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0202,Mayer mucicarmine stain,"Stain, Mayer mucicarmine",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0203,Mayers progressive hematoxylin and eosin stain,"Stain, Mayers progressive hematoxylin and eosin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0204,May-Grunwald Giemsa stain,"Stain, May-Grunwald Giemsa",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0205,Methyl green stain,"Stain, Methyl green",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0206,Methyl green pyronin stain,"Stain, Methyl green pyronin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0207,Modified Gomori-Wheatly trichrome stain,"Stain, Modified Gomori-Wheatly trichrome",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0208,Modified Masson trichrome stain,"Stain, Modified Masson trichrome",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0209,Modified trichrome stain,"Stain, Modified trichrome",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0210,Movat pentachrome stain,"Stain, Movat pentachrome",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0211,Mucicarmine stain,"Stain, Mucicarmine",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0212,Neutral red stain,"Stain, Neutral red",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0213,Night blue stain,"Stain, Night blue",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0214,Non-specific esterase stain,"Stain, Non-specific esterase",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0215,Oil red-O stain,"Stain, Oil red-O",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0216,Orcein stain,"Stain, Orcein",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0217,Perls' stain,"Stain, Perls'",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0218,Phosphotungstic acid-hematoxylin stain,"Stain, Phosphotungstic acid-hematoxylin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0219,Potassium ferrocyanide stain,"Stain, Potassium ferrocyanide",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0220,Prussian blue stain,"Stain, Prussian blue",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0221,Putchler modified Bennhold stain,"Stain, Putchler modified Bennhold",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0222,Quinacrine fluorescent stain,"Stain, Quinacrine fluorescent",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0223,Reticulin stain,"Stain, Reticulin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0224,Rhodamine stain,"Stain, Rhodamine",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0225,Safranin stain,"Stain, Safranin",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0226,Schmorl stain,"Stain, Schmorl",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0227,Seiver-Munger stain,"Stain, Seiver-Munger",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0228,Silver stain,"Stain, Silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0229,Specific esterase stain,"Stain, Specific esterase",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0230,Steiner silver stain,"Stain, Steiner silver",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0231,Sudan III stain,"Stain, Sudan III",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0232,Sudan IVI stain,"Stain, Sudan IVI",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0233,Sulfated alcian blue stain,"Stain, Sulfated alcian blue",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0234,Supravital stain,"Stain, Supravital",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0235,Thioflavine-S stain,"Stain, Thioflavine-S",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0236,Three micron Giemsa stain,"Stain, Three micron Giemsa",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0237,Vassar-Culling stain,"Stain, Vassar-Culling",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0238,Vital Stain,"Stain, Vital",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0239,von Kossa stain,"Stain, von Kossa",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0243,"Minimum bactericidal concentration test, macrodilution","Susceptibility, Minimum bactericidal concentration, macrodilution",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0244,"Minimum bactericidal concentration test, microdilution","Susceptibility, Minimum bactericidal concentration, microdilution",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0247,Turbidometric,Turbidometric,http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0248,Refractometric,"Turbidometric, Refractometric",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
ObservationMethod,0249,Thin layer chromatography (TLC),"Chromatography, Thin Layer",http://terminology.hl7.org/CodeSystem/v3-ObservationMethod
